#OK
#SQL= select *
#	  from millimil..MMField
#	 where snapnum=63 
#	   
#MAXROWS UNLIMITED
#QUERYTIMEOUT 30 sec
#DATE 2022-06-28 07:42:28.918 CEST
#QUERYTIME 55 millisec
#COLUMN 1 name=snapnum JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 2 name=phkey JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 3 name=cic JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=g1_25 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 5 name=g2_5 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=g5 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=g10 JDBC_TYPE=7 JDBC_TYPENAME=real
#snapnum,phkey,cic,g1_25,g2_5,g5,g10
63,12309,0.20143922,0.84052724,1.0429844,1.0103884,1.0430825
63,12310,0.043284457,0.47769833,1.011156,1.0697109,0.98880047
63,12311,0.12985338,0.16388287,0.5977765,0.95690924,0.96442133
63,12312,0.0765802,0.12494007,0.4086745,0.86543316,0.94171405
63,12313,0.043284457,0.12191668,0.3923184,0.8080539,0.9203394
63,12314,0.07325062,0.40211502,0.7172861,0.8727189,0.8908643
63,12315,0.16814348,0.2875643,0.741401,0.95214,0.9086291
63,12316,0.23639974,0.33890352,0.58852863,0.9008461,0.95740473
63,12317,0.99221295,0.5998953,0.63287926,0.86724496,0.94100255
63,12318,0.05327318,0.28131682,0.4579495,0.8461636,0.9771922
63,12319,0.23307016,0.25151452,0.43938497,0.86398363,0.998082
63,12320,0.72584707,0.47565147,0.5516664,0.88476104,1.0596478
63,12321,0.7325062,0.5085496,0.6128244,0.90915066,1.0388231
63,12322,0.44782767,0.5140146,0.59801775,0.88190687,0.99604946
63,12323,0.20143922,0.3633978,0.5404403,0.8685114,1.0115348
63,12324,0.50276566,0.3644914,0.52733755,0.8686978,1.0678544
63,12325,0.3928897,0.39252645,0.62130445,0.92631656,1.0530072
63,12326,0.52440786,0.79310286,0.85725194,0.9989035,1.1017338
63,12327,0.34461087,0.6554337,0.68809587,0.9343827,1.1227149
63,12328,1.2968689,0.7790488,0.7613061,0.92578495,1.1439635
63,12329,1.0255088,1.0262811,1.0818441,0.9637785,1.1663076
63,12330,2.6536703,1.5174199,1.1083405,0.96913815,1.1036764
63,12331,0.47446427,0.6578371,0.72060907,0.90782624,1.0810133
63,12332,0.35626438,0.50259024,0.7797903,0.9014409,1.028273
63,12333,1.0338327,2.316556,1.2961223,0.96717125,1.0474759
63,12334,0.304656,1.2461342,1.1535382,0.9078927,1.1018809
63,12335,0.31464472,0.4398989,0.712944,0.86706865,1.0836943
63,12336,0.24305889,0.2735548,0.54871523,0.7862525,1.021881
63,12337,0.49777126,0.7170071,0.9015543,0.8244683,1.0364742
63,12338,0.20809835,1.1815124,1.0801514,0.9215721,0.9891787
63,12339,0.14983082,0.3004849,0.67207193,0.8606023,0.9730054
63,12340,0.22141665,0.22310902,0.49632868,0.78151494,0.9170119
63,12341,0.17480262,0.3920027,0.69782805,0.8313811,0.9305106
63,12342,0.3329574,0.35896924,0.5448182,0.7173428,0.97210914
63,12343,0.16814348,0.2082867,0.37014052,0.68613344,0.96060365
63,12344,0.101552,0.14596644,0.27894387,0.6779281,0.9528
63,12345,0.17313783,0.21466939,0.41180295,0.74407744,0.90729094
63,12346,0.30132642,0.2620739,0.488836,0.8229722,0.9601422
63,12347,0.15815476,0.21593696,0.37913105,0.78193253,1.0105207
63,12348,0.043284457,0.19111335,0.428181,0.8271816,1.0006521
63,12349,0.22641101,0.3471774,0.54877746,0.8247159,0.94904006
63,12350,0.1648139,0.22117814,0.45102248,0.73540944,0.8995872
63,12351,0.13484773,0.14133863,0.30102563,0.70821077,0.94671464
63,12352,0.19145049,0.18348925,0.26943487,0.72906524,0.99624693
63,12353,0.23639974,0.21375637,0.38938725,0.871051,1.0535523
63,12354,0.31297994,0.21346693,0.32742748,0.78742,1.06286
63,12355,0.093228064,0.15319763,0.24287415,0.66588545,1.0014317
63,12356,0.14650124,0.17634392,0.24740382,0.71520096,1.0508329
63,12357,0.27302504,0.21521851,0.3067482,0.842062,1.1143874
63,12358,0.19478007,0.21089604,0.3801487,0.95875067,1.1047689
63,12359,0.13318294,0.22352912,0.28515068,0.8055596,1.0456
63,12360,0.11320551,0.20868354,0.33359274,0.9384075,1.0922433
63,12361,0.20476879,0.20549212,0.50618166,1.1136253,1.1326993
63,12362,0.06825626,0.17978634,0.5991887,1.2338486,1.1901387
63,12363,0.18645613,0.1836268,0.41257355,1.0856519,1.1514578
63,12364,0.32796302,0.2334989,0.33662748,0.94318265,1.1623732
63,12365,0.1398421,0.18486533,0.5062081,1.0774558,1.2034363
63,12366,0.12152945,0.17616235,0.45918155,0.99297863,1.1413985
63,12367,0.25304762,0.19815162,0.28967416,0.82777655,1.0986052
63,12368,0.10488157,0.24336429,0.3400989,0.77093214,1.1060662
63,12369,0.21642229,0.26300347,0.5307226,0.9231863,1.1512316
63,12370,0.08989849,0.29870737,0.57547075,0.99775726,1.2180243
63,12371,0.44782767,0.32854858,0.4268935,0.87548363,1.1744142
63,12372,0.757478,0.52652794,0.6052352,0.86034435,1.189068
63,12373,0.6958809,0.66459465,0.7026364,0.97073436,1.2350986
63,12374,0.54105574,0.5146912,0.6098285,0.8835639,1.1637715
63,12375,0.4444981,0.38411614,0.42559102,0.74847656,1.1164573
63,12376,0.3795714,0.37846965,0.39809433,0.67222846,1.0669479
63,12377,0.9472637,0.451136,0.44048187,0.66237205,1.0181727
63,12378,0.12485901,0.23493743,0.31394285,0.64901215,1.0080519
63,12379,0.2413941,0.2383089,0.30153173,0.6766227,1.0572824
63,12380,0.203104,0.25002354,0.40801516,0.79351836,1.1251379
63,12381,0.26137155,0.25277504,0.4537959,0.76303446,1.0734338
63,12382,0.34294608,0.61577785,0.7223297,0.78091466,1.0870636
63,12383,0.15981954,0.45858034,0.62329954,0.79365766,1.1387115
63,12384,0.304656,0.71346974,0.91442424,0.92635417,1.2137533
63,12385,0.22474623,0.98465383,0.985622,0.8946375,1.1582422
63,12386,0.0765802,0.25754943,0.6183013,0.8738422,1.1404706
63,12387,0.09489285,0.2020496,0.56100136,0.9196025,1.1955521
63,12388,0.10821114,0.23152834,0.72617006,1.053342,1.266118
63,12389,0.3679179,0.45202494,0.7449911,0.97692823,1.2068707
63,12390,0.48112342,0.78947574,1.0607857,0.9998176,1.2294542
63,12391,0.0882337,0.9474062,1.1450397,1.0711108,1.2896807
63,12392,0.17813219,1.3830693,1.2242305,1.1618481,1.3436472
63,12393,1.5565758,1.2277722,1.1383961,1.2502699,1.38796
63,12394,0.2547124,0.7599284,0.87592727,1.087603,1.3106099
63,12395,0.57601625,0.7669777,0.89714223,0.99539846,1.2656049
63,12396,0.31131515,0.30615613,0.56562483,0.99716276,1.2459388
63,12397,0.08989849,0.3353533,0.6506178,1.0927806,1.2882905
63,12398,0.74748933,0.57100064,0.7604596,1.220821,1.3597122
63,12399,0.2930025,0.34889868,0.73349655,1.1408597,1.3182274
63,12400,0.34627566,0.27633816,0.6053849,1.1946976,1.2934062
63,12401,0.39788407,0.42551154,0.65468633,1.2743182,1.3321359
63,12402,0.046614032,0.2665324,0.5717064,1.1695291,1.267775
63,12403,0.19478007,0.2045622,0.43774903,1.0659897,1.2280997
63,12404,0.093228064,0.16337542,0.5784709,1.2242464,1.211112
63,12405,0.051608395,0.27519983,0.70886725,1.3422589,1.248408
63,12406,0.52773744,0.3947252,0.84257436,1.4329786,1.3052828
63,12407,0.32796302,0.36993563,0.8592848,1.3432775,1.2688866
63,12408,0.17813219,0.6998913,1.0182531,1.2285358,1.2204643
63,12409,0.054937966,0.16226079,0.6111965,1.1041834,1.1638321
63,12410,0.049943607,0.1524619,0.44613627,0.97261363,1.179317
63,12411,0.093228064,0.30245116,0.6860523,1.1006132,1.2432386
63,12412,0.6126416,0.6851815,0.7488674,1.009445,1.1851608
63,12413,0.06492669,0.22942184,0.49690574,0.9043782,1.1248637
63,12414,0.13318294,0.25588816,0.64551353,1.0016872,1.1100659
63,12415,0.24305889,1.246375,1.0492485,1.1089453,1.1635567
63,12416,11.157402,3.554007,1.4033871,1.1928816,1.2128285
63,12417,1.3701196,1.8081862,1.5065209,1.265051,1.2574484
63,12418,0.6742387,0.88408124,0.9217004,1.2147669,1.2951747
63,12419,1.233607,1.4975226,0.9338926,1.1076041,1.242211
63,12420,0.20476879,0.65565765,0.9021229,1.2319103,1.3042684
63,12421,0.72584707,0.6970397,0.9607956,1.3828882,1.3611991
63,12422,1.390097,1.5843222,1.5453317,1.4283224,1.3211764
63,12423,0.44616288,2.114027,1.4075339,1.3320256,1.2731652
63,12424,0.25804198,0.7592949,1.1473203,1.4468677,1.3230588
63,12425,0.12319423,0.40155366,0.99065727,1.5157648,1.3589151
63,12426,0.23639974,0.8130384,1.150575,1.6124567,1.4081525
63,12427,1.047151,1.0846534,1.3133962,1.5527772,1.3726227
63,12428,0.48778257,0.5238641,0.91837656,1.5188363,1.4148707
63,12429,0.28134897,0.5069164,0.9162138,1.5900352,1.4524508
63,12430,0.1514956,0.32134894,0.7513028,1.4077119,1.3942356
63,12431,0.17979698,0.31289724,0.78023195,1.3395329,1.3561558
63,12432,0.24638845,0.3517566,0.8623042,1.3226125,1.3887547
63,12433,0.25970677,0.46558,0.862642,1.4030287,1.429596
63,12434,0.36958268,0.4423292,1.0323186,1.6602095,1.4958656
63,12435,0.31464472,0.46219534,0.9541365,1.5636181,1.4555901
63,12436,0.66424996,1.7227254,1.4601369,1.6750433,1.4934546
63,12437,0.31297994,1.0806825,1.5811161,1.8073301,1.5366734
63,12438,1.6431446,1.40194,1.365887,1.4829284,1.4641387
63,12439,0.33462217,1.4235138,1.4235306,1.3801277,1.4203714
63,12440,0.39621928,0.92972684,1.205441,1.2446889,1.3639816
63,12441,0.37457705,0.5904305,0.95641273,1.1118077,1.298604
63,12442,0.32796302,0.54670006,0.77506983,1.082763,1.2707758
63,12443,0.16148433,0.32850912,0.82578385,1.2064667,1.334595
63,12444,0.50110084,0.46983778,0.82010525,1.4004838,1.3993444
63,12445,0.53606135,0.49684688,0.6987411,1.2140148,1.330956
63,12446,0.1531604,0.5476339,0.7822632,1.2607732,1.3641337
63,12447,0.44782767,0.8842407,1.0977404,1.4745376,1.43465
63,12448,0.2663659,0.5106511,1.0028588,1.7780802,1.4988375
63,12449,0.20809835,0.36397982,0.65358156,1.4726819,1.4236726
63,12450,0.47279948,0.38374925,0.6257254,1.3916627,1.3854176
63,12451,0.5610332,0.4295875,0.8386125,1.6509141,1.4579406
63,12452,0.13318294,0.25054142,1.1914413,1.946974,1.5076559
63,12453,0.21642229,0.30280137,0.7828157,1.6165773,1.4319409
63,12454,0.1381773,0.25537923,0.7830939,1.7446686,1.4745833
63,12455,0.10321679,0.22027223,1.2817339,2.1366038,1.553352
63,12456,0.2413941,0.91981393,2.5638702,2.479486,1.615627
63,12457,1.8862035,3.269959,4.1296015,2.6729972,1.6571807
63,12458,1.0588044,1.1479728,2.301609,2.2205908,1.6022816
63,12459,1.3334943,1.113365,1.6659452,2.0535676,1.5597355
63,12460,0.5443853,0.56027675,1.2405334,1.8723795,1.5160199
63,12461,0.17147304,0.7256063,1.6299744,1.9939513,1.5556883
63,12462,1.3151816,1.9718237,3.1599522,2.3679826,1.6057706
63,12463,0.15981954,0.72430396,2.1462402,2.22421,1.5669472
63,12464,0.35626438,1.0548879,1.8292683,2.0086727,1.5112858
63,12465,2.8667629,2.2137325,2.362757,2.1104515,1.5477735
63,12466,0.39122492,0.91344476,1.3426782,1.8304156,1.5045184
63,12467,0.6476021,0.6665089,1.1627802,1.7451864,1.4674048
63,12468,1.5399278,1.1481887,1.4274821,1.680951,1.4160674
63,12469,1.1686804,1.2578291,1.4016384,1.7432593,1.451375
63,12470,1.8695557,1.754365,1.8934836,1.9107791,1.4865963
63,12471,0.88233703,1.5478472,1.6908429,1.8386546,1.4515951
63,12472,0.21142793,0.8133744,1.4506347,1.6662611,1.3977735
63,12473,0.5327318,0.94767517,1.4884808,1.535976,1.3632113
63,12474,0.21309271,0.47473282,0.9725733,1.5691118,1.4121429
63,12475,0.19478007,0.35760647,1.2177756,1.7899487,1.4549638
63,12476,0.15981954,0.3662561,0.905928,1.5146657,1.3826351
63,12477,0.2563772,0.45140615,0.8351798,1.3483962,1.342545
63,12478,1.273562,1.0328345,1.4132986,1.34204,1.2964536
63,12479,0.4827882,0.9572895,1.2687542,1.436708,1.3287356
63,12480,0.74249494,0.9807723,1.0271378,1.1950635,1.2493182
63,12481,0.13484773,0.50834435,0.7513125,1.2405672,1.2993952
63,12482,0.3163095,0.31740773,0.6653755,1.1272464,1.2634116
63,12483,0.30132642,0.5585855,1.0741382,1.1344666,1.2204084
63,12484,0.2413941,0.37678376,0.71447474,0.9428754,1.1399971
63,12485,0.15482518,0.19668682,0.491835,0.93606853,1.1798346
63,12486,0.11653508,0.42816207,0.6152467,1.0057335,1.2106024
63,12487,0.484453,0.667695,0.7779278,0.97674567,1.1646309
63,12488,0.71585834,0.61899656,0.62500465,0.80290955,1.0792563
63,12489,0.40953758,0.45330098,0.54438674,0.68001944,0.99820733
63,12490,0.2647011,0.33491144,0.4285122,0.7004028,1.0358042
63,12491,0.32796302,0.50210875,0.5037192,0.8259861,1.120955
63,12492,0.14483646,0.20117368,0.39312145,0.7891676,1.0959401
63,12493,0.14650124,0.23485777,0.3637929,0.6871926,1.0168024
63,12494,0.24805324,0.5558535,0.4918375,0.6758733,0.9831434
63,12495,0.31297994,0.53532755,0.54055226,0.78734756,1.0593195
63,12496,0.34294608,0.30344665,0.42938012,0.791827,1.0358372
63,12497,0.28634334,0.30697587,0.37768307,0.69496125,0.96559083
63,12498,0.203104,0.21021031,0.30673394,0.71179867,0.99509317
63,12499,0.09822243,0.15335828,0.33554107,0.7876726,1.0670936
63,12500,0.13151817,0.15377088,0.35003576,0.81778723,1.0344723
63,12501,0.13651252,0.13308829,0.2950606,0.77552277,0.9702264
63,12502,0.07990977,0.13705559,0.30387738,0.74129355,0.944889
63,12503,0.12652381,0.1826766,0.38373315,0.8146499,1.0085585
63,12504,0.18645613,0.32232597,0.61680436,0.918768,1.0769215
63,12505,0.5094248,1.3350049,1.0338362,1.0492698,1.1459959
63,12506,0.25970677,0.6796303,1.0882444,1.0896473,1.1857451
63,12507,0.22641101,0.26271152,0.644785,0.92595667,1.1106927
63,12508,0.07990977,0.18131962,0.47203726,0.89936465,1.1440283
63,12509,0.13151817,0.48622224,0.7154096,1.0458676,1.2212142
63,12510,1.3851026,0.959215,0.7638707,0.9875843,1.1739677
63,12511,0.071585834,0.32587814,0.51697385,0.8880275,1.1037912
63,12512,0.07491541,0.39717653,0.56547123,0.9002166,1.1303092
63,12513,1.1120776,0.7327192,0.6918656,0.97579724,1.2012807
63,12514,0.4911121,0.47516307,0.5753597,1.0422826,1.254911
63,12515,0.054937966,0.21835767,0.44254172,0.9075881,1.1759509
63,12516,0.44616288,0.42370877,0.5386513,0.95027655,1.2061201
63,12517,0.94559896,0.6292747,0.62205976,1.0788921,1.2863874
63,12518,0.33628696,0.6589225,0.8283907,1.0096421,1.2281471
63,12519,0.74415976,0.6734595,0.7568941,0.95104307,1.1567011
63,12520,0.23972932,0.3552522,0.68659544,0.9327604,1.0865902
63,12521,0.1514956,0.36004746,0.6698416,0.9390211,1.0226002
63,12522,0.06659147,0.1647649,0.40588048,0.84391177,0.99613196
63,12523,0.063261904,0.16940163,0.44796902,0.8590672,1.0604343
63,12524,0.08323935,0.13554195,0.35223567,0.8154604,1.0974174
63,12525,0.37624183,0.23745392,0.33581528,0.75863856,1.024266
63,12526,0.11653508,0.38601866,0.492993,0.8322186,1.0527502
63,12527,0.10987593,0.252563,0.49108166,0.87332726,1.1264924
63,12528,0.11986466,0.2534486,0.44581327,0.8656644,1.1623358
63,12529,0.08490413,0.26257315,0.42463803,0.7807162,1.0794402
63,12530,0.12485901,0.17440869,0.33095747,0.72253555,1.0491323
63,12531,0.07990977,0.1284029,0.35386112,0.81532544,1.1305332
63,12532,0.10654636,0.251249,0.44753468,0.86600924,1.1594509
63,12533,0.12485901,0.22398558,0.37962395,0.7386767,1.0709995
63,12534,0.14983082,0.2403794,0.4411667,0.7934875,1.1028143
63,12535,0.08157456,0.2545423,0.51205385,0.92220354,1.1935865
63,12536,0.2547124,0.47111735,0.5952671,1.1145111,1.2895322
63,12537,0.11653508,0.28545204,0.5471207,1.0513613,1.2527018
63,12538,0.07990977,0.17958377,0.42310345,0.9548313,1.2170732
63,12539,0.203104,0.38266358,0.48956043,1.0005769,1.250815
63,12540,0.6359486,0.47955275,0.54070365,1.2029216,1.3392484
63,12541,0.2280758,0.34698427,0.51780915,1.1493214,1.3033934
63,12542,0.7008753,0.4454597,0.65139693,1.3045853,1.3451072
63,12543,0.4911121,0.4795434,0.66558415,1.389541,1.3847561
63,12544,0.24472366,0.57216835,0.6882086,1.4846587,1.4140974
63,12545,0.16148433,0.4256518,0.64497805,1.5692531,1.4306036
63,12546,0.2796842,0.36363,0.5456205,1.3414273,1.3834231
63,12547,0.24805324,0.51726556,0.5836037,1.274125,1.3667057
63,12548,0.91729754,0.7374432,0.5891247,1.0601456,1.2770011
63,12549,0.39122492,0.672071,0.60772395,1.1141931,1.2936016
63,12550,1.2985338,0.83741844,0.70205915,1.2421056,1.3331913
63,12551,2.4389129,1.0621635,0.6903374,1.1840852,1.3170882
63,12552,0.28301376,0.5999157,0.6666155,0.9826578,1.2196398
63,12553,0.2280758,0.36799148,0.61001235,0.8529896,1.1278392
63,12554,0.8507061,0.74969757,0.7733403,0.9001408,1.144455
63,12555,0.6759035,0.77227324,0.7616785,1.0301352,1.235741
63,12556,1.7330431,1.0070903,0.685762,0.97924423,1.2044141
63,12557,0.41286716,0.816055,0.74553245,0.90558714,1.1219238
63,12558,0.74249494,0.62258536,0.6011537,0.8482644,1.10422
63,12559,0.9123032,0.7203207,0.60022676,0.92670435,1.1875489
63,12560,0.29966164,0.6035809,0.66164917,0.94542253,1.1504432
63,12561,1.1770043,0.89077145,0.7079831,0.91669685,1.0769347
63,12562,1.2752267,0.9269477,0.86403203,0.99040985,1.0954155
63,12563,1.7114009,0.95657045,0.7499501,1.0109224,1.1677049
63,12564,0.6492669,0.63325477,1.0390443,1.0999019,1.1263288
63,12565,0.3029912,0.7661925,1.2553124,1.1309838,1.0648652
63,12566,0.49610648,0.74325055,0.99439466,1.0422611,1.0459102
63,12567,0.36125875,0.5658846,0.92279434,1.0202334,1.1089898
63,12568,0.7624724,0.634698,0.91428113,1.021563,1.1788357
63,12569,0.6076472,0.668251,0.9594738,1.0683668,1.2503176
63,12570,1.1470381,0.73072547,0.6854248,1.1383054,1.3113718
63,12571,0.29966164,0.55393183,0.64383674,1.0115213,1.2304353
63,12572,0.5227431,0.5568413,0.65821034,1.0708796,1.2471069
63,12573,0.31297994,0.4071519,0.63499635,1.1985062,1.3278084
63,12574,0.34294608,0.5508939,0.90177363,1.1301877,1.2660996
63,12575,0.23307016,0.4647563,0.91821826,1.0909542,1.1952357
63,12576,0.26969546,0.43328354,0.94921815,1.1459897,1.2041711
63,12577,0.18479134,0.43616837,0.8077184,1.1826224,1.2736927
63,12578,0.063261904,0.21430618,0.5509798,1.2430341,1.3339111
63,12579,0.35127002,0.40949252,0.63720006,1.1131924,1.2544483
63,12580,0.5876698,0.44857627,0.6769152,1.1314396,1.2516602
63,12581,0.12319423,0.2937649,0.56235266,1.262947,1.3287116
63,12582,0.1664787,0.44188157,0.90144444,1.2215673,1.2721139
63,12583,0.17979698,0.8196737,1.1823846,1.1817026,1.2048432
63,12584,0.61097676,0.9684347,1.337458,1.1812521,1.1400703
63,12585,0.14816603,0.707696,1.3884549,1.1981342,1.0839468
63,12586,1.3218408,0.9966171,1.3891983,1.1862421,1.0777128
63,12587,0.44949245,0.6152547,1.141153,1.1559385,1.1368963
63,12588,0.5260727,0.65183234,0.75416845,1.0535053,1.1766379
63,12589,0.6342838,0.6718846,0.8866166,1.0347298,1.1065425
63,12590,0.08323935,0.30591956,0.79742885,1.0405405,1.109776
63,12591,0.34294608,0.41447338,0.7493459,1.0659184,1.1766001
63,12592,0.3179743,0.36772338,0.5217129,1.005685,1.2079594
63,12593,0.17313783,0.32597053,0.5824158,0.9327707,1.1310889
63,12594,0.97556514,0.80286026,0.7379323,0.93606323,1.1310571
63,12595,0.91896236,0.7184067,0.6395689,1.0077273,1.2114221
63,12596,0.43950373,0.5971494,0.6849436,1.0504994,1.2405671
63,12597,0.8490413,1.0887085,0.760009,0.92120874,1.1513712
63,12598,0.13651252,0.4229496,0.5540196,0.91193706,1.1481185
63,12599,0.26303634,0.29078615,0.49560228,1.0383074,1.2335925
63,12600,0.18479134,0.39754725,0.4790483,1.2602129,1.3262042
63,12601,0.42785022,0.48568016,0.6045152,1.2711786,1.3364376
63,12602,0.3196391,0.46764362,0.5493677,1.1462797,1.2990392
63,12603,0.49610648,0.4689291,0.48892918,1.1474271,1.2925695
63,12604,0.70753443,0.54498315,0.469125,1.38792,1.3786564
63,12605,0.1398421,0.3067095,0.48051724,1.3843238,1.3877033
63,12606,0.4927769,0.4512083,0.58099824,1.6186705,1.4327409
63,12607,1.5732236,0.7131426,0.55853087,1.6113045,1.4197698
63,12608,0.6076472,0.503705,0.9733756,2.0925336,1.5107489
63,12609,0.18812092,0.31731877,0.5474201,1.7355821,1.4634185
63,12610,0.061597113,0.19267924,0.5298555,1.73205,1.4742239
63,12611,0.16814348,0.28916252,0.80755186,2.0964484,1.5255167
63,12612,0.039954886,0.15591687,1.6110988,2.6467133,1.6094042
63,12613,0.16814348,0.14663696,0.9071503,2.1540215,1.5537913
63,12614,0.061597113,0.16455762,0.9297643,2.1554134,1.5424103
63,12615,0.07491541,0.3308718,2.1108844,2.6440027,1.5941269
63,12616,0.07325062,0.830946,3.8986766,3.1491232,1.6649373
63,12617,2.0293753,3.957656,5.5007777,3.4813013,1.7188904
63,12618,0.22641101,1.7391143,3.1679935,2.8799438,1.6659247
63,12619,0.08157456,0.2566834,1.8085555,2.5680652,1.6112168
63,12620,0.046614032,0.35071307,1.817332,2.5667412,1.6216927
63,12621,0.14317167,1.5729961,3.1232464,2.8686805,1.6738359
63,12622,0.36958268,2.4648967,4.8755517,3.4783912,1.7303228
63,12623,0.056602754,0.4516591,3.1372118,3.1517181,1.6791463
63,12624,0.14650124,1.0938644,2.8790085,2.9968574,1.6747097
63,12625,7.621394,5.032767,4.729978,3.2908595,1.722781
63,12626,2.6619942,3.2905595,3.1619341,2.713981,1.6646464
63,12627,0.27136025,1.2486962,2.052841,2.4478598,1.615512
63,12628,1.3001986,1.9964261,2.0768816,2.2597494,1.5940628
63,12629,1.5915363,2.3000236,2.971957,2.4771664,1.6398977
63,12630,3.4277961,6.1228433,4.7401695,2.9975991,1.6975725
63,12631,0.14317167,1.3737133,2.846065,2.7516096,1.6527996
63,12632,0.08490413,0.22291528,1.3648139,2.3420208,1.5875304
63,12633,0.14317167,0.24721067,0.7884045,1.8864901,1.5061373
63,12634,0.23307016,0.24039653,0.7651081,2.0157378,1.5236874
63,12635,0.17313783,0.20127411,1.4047487,2.5286567,1.6068641
63,12636,0.15482518,0.3751689,1.086192,2.0663624,1.5493602
63,12637,0.42452064,0.31906953,0.62896794,1.670317,1.4703624
63,12638,0.3928897,0.45211574,0.70212716,1.5744412,1.4528866
63,12639,0.21808708,0.7321778,1.1719671,1.9280328,1.5303379
63,12640,0.9472637,2.0078866,1.3927281,1.5778385,1.4627042
63,12641,1.8345951,0.92581177,0.896582,1.3337846,1.3903279
63,12642,0.2413941,0.46267086,0.795833,1.4066058,1.4071686
63,12643,0.47446427,0.97230506,1.2713549,1.6770129,1.4807861
63,12644,0.7741259,1.7362573,1.4765182,1.390097,1.4048315
63,12645,0.1764674,0.8421387,1.0677267,1.2320235,1.3371856
63,12646,0.50609523,1.0818719,1.1645968,1.1699882,1.321394
63,12647,3.9488745,2.5714767,1.5958694,1.3162085,1.3881513
63,12648,3.3229146,4.3258824,1.9941674,1.4765412,1.4468055
63,12649,5.748509,3.7022045,1.9525526,1.6100588,1.4937859
63,12650,1.351807,3.4197435,2.2567475,1.99517,1.5705944
63,12651,14.124052,4.80485,2.000273,1.8198587,1.524087
63,12652,0.2763546,2.9820073,1.9734735,1.9570429,1.5443826
63,12653,11.189033,5.1329923,2.492102,2.1771064,1.5941337
63,12654,9.41104,4.6919394,2.0755439,1.7432213,1.5155344
63,12655,6.8239613,3.831615,1.936836,1.574804,1.4654299
63,12656,0.5393909,1.1826541,1.3879012,1.6465768,1.4738309
63,12657,0.7741259,1.729536,1.7625891,1.8445508,1.5266502
63,12658,0.6176359,1.946193,2.299019,2.3028026,1.6045152
63,12659,0.07491541,0.72258216,1.497244,2.0471628,1.5518832
63,12660,0.07325062,0.29930383,1.1503901,2.0583982,1.545067
63,12661,0.76913154,0.88475764,2.0824158,2.3268785,1.6000448
63,12662,0.54937965,0.8472631,1.4984013,1.8827273,1.5253686
63,12663,0.4428333,0.4930034,0.9850508,1.6732748,1.4704324
63,12664,0.054937966,0.26731932,0.7155823,1.4745891,1.4079102
63,12665,0.08323935,0.14235067,0.6614008,1.7545978,1.4791617
63,12666,0.08989849,0.23169972,0.8820072,1.7429706,1.4867179
63,12667,0.11487029,0.5443803,1.009989,1.4462193,1.4118778
63,12668,0.17147304,0.41953537,0.7996402,1.2832493,1.3440423
63,12669,0.08157456,0.16249056,0.58754355,1.4581337,1.4127064
63,12670,0.15482518,0.17242427,0.5097194,1.4748445,1.4057904
63,12671,0.071585834,0.26552308,0.6945766,1.3182392,1.3407842
63,12672,0.835723,0.6831265,0.9101363,1.2197506,1.2708776
63,12673,0.23806453,0.54516745,0.8993335,1.12156,1.1979427
63,12674,0.32296866,0.59616935,0.89653665,1.0537221,1.1953437
63,12675,1.1387142,1.0484601,0.97228783,1.1656915,1.2709279
63,12676,0.7141936,0.866276,1.005694,1.2359978,1.3324915
63,12677,0.5177487,0.592287,0.79624605,1.0656927,1.251049
63,12678,1.7280488,0.75673544,0.71999025,1.1297984,1.2527361
63,12679,0.6958809,0.62184715,0.7863884,1.2838871,1.3316418
63,12680,0.34461087,0.534167,0.8953984,1.396893,1.390617
63,12681,0.23473495,0.7028805,1.1451579,1.5451255,1.4452862
63,12682,0.9073088,0.65717536,0.8920424,1.2851789,1.3626864
63,12683,0.54105574,0.6169643,0.75747055,1.1860106,1.3083538
63,12684,0.2413941,0.37735233,0.7857961,1.1276863,1.3064995
63,12685,0.20143922,0.39741892,0.81318545,1.2295463,1.359242
63,12686,0.12152945,0.6928899,1.2525116,1.4954683,1.443894
63,12687,0.5726867,0.7144365,1.1379274,1.3528011,1.3910891
63,12688,0.33628696,2.1533465,1.5728059,1.2918983,1.3822634
63,12689,0.30132642,1.6410978,1.5086489,1.4163892,1.4325695
63,12690,0.13151817,0.55221665,0.94918156,1.1727175,1.3481941
63,12691,0.10654636,0.6713421,1.0337789,1.0752429,1.2976855
63,12692,0.5393909,1.5425221,1.1404059,1.0288297,1.2833658
63,12693,2.7951772,1.3036212,1.0304061,1.1218224,1.3312001
63,12694,1.2569141,2.2828083,1.5120498,1.3264917,1.4130626
63,12695,10.339992,3.8909643,1.6660652,1.2224249,1.3656905
63,12696,4.188604,2.9231856,1.5298743,1.122709,1.3098218
63,12697,1.343483,1.9123875,1.3517525,1.0516145,1.2487181
63,12698,3.812362,1.8822684,1.256066,1.1097901,1.2631603
63,12699,2.6120505,2.0496004,1.4176937,1.1816174,1.324769
63,12700,0.6342838,1.0447165,1.0777857,1.011579,1.243054
